num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms
0,167.72576550037886,49.69865271635095,100.53147364923363,10.0,100,0,0,1000,0,1000,0,1000,0,1000,0,1000,True,100,1,6fbce_00000,e59f412ccfb248a9839f2727cfcfe2ae,2022-09-16_11-14-48,1663352088,1.475214958190918,1.475214958190918,69634,Kouroshs-MacBook-Pro-13,127.0.0.1,1.475214958190918,0,1,0.03633904457092285,1000,0,1000,0,167.72576550037886,49.69865271635095,100.53147364923363,10.0,100,0,"[103.48275069021862, 114.35162221846483, 139.0873414983328, 68.68237428832336, 120.794159735396, 114.36321244215094, 110.99098146484846, 90.91940942718351, 114.57462848148306, 115.57615373473685, 49.69865271635095, 142.9468081613304, 111.87054034886329, 103.25108166762857, 107.35553792286173, 67.20841647422668, 133.54070385413175, 87.19340009195682, 129.651180431537, 71.82482176177254, 116.1641456907423, 89.46492529500178, 113.23885484145265, 114.85567559322477, 82.19338062908044, 131.66249661905928, 107.85269795106886, 69.0429437465717, 132.0309983644283, 134.87588875178994, 103.26302071688848, 111.55373743906465, 85.44902218802547, 129.85440844706866, 124.17582249976245, 73.10590296310441, 100.57351713030467, 90.58012746433214, 123.37541159962711, 87.11021258164244, 141.82967167529205, 88.98503471377639, 82.93366888120826, 79.69753077548188, 110.96863707898397, 116.35746430960103, 119.33334463326617, 78.00884930130294, 56.62817945418681, 82.3822699696001, 95.33444253807497, 124.50921517357249, 133.28932694709266, 132.17191309451775, 82.02446886039797, 124.5482557654035, 66.88398718668567, 95.33546038778192, 75.92255954649492, 68.00832845562411, 90.03151476618045, 113.7238468006284, 84.33629262675602, 91.93723688118436, 81.59152921617283, 71.90221649497883, 136.10982207497744, 167.72576550037886, 75.67036818912665, 122.7743821523216, 93.39848131784125, 111.81879101675247, 104.58665582015884, 81.67616444630973, 59.856417265689345, 91.75815035804109, 86.5066366700975, 119.02887776121551, 75.50897282859106, 89.06159065861391, 62.99145328196784, 63.84138048455039, 74.41682078261519, 88.18213247255896, 126.02407095579125, 87.29952340023634, 82.63572832208916, 103.7541454493521, 72.72199912865939, 118.6675372039214, 140.31589149773163, 141.62951266286032, 106.22281994297354, 97.43932320563192, 121.41376146143392, 77.34573649258678, 119.25429318925859, 68.15653684705148, 71.06146254251391, 107.82994608117896]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.7079974278346164,0.5059747190980408,0.02055735021204381,0.14776140302568527,0.0,5.583,1000,0,1000,0,33.199999999999996,74.83333333333333,"[103.48275069021862, 114.35162221846483, 139.0873414983328, 68.68237428832336, 120.794159735396, 114.36321244215094, 110.99098146484846, 90.91940942718351, 114.57462848148306, 115.57615373473685, 49.69865271635095, 142.9468081613304, 111.87054034886329, 103.25108166762857, 107.35553792286173, 67.20841647422668, 133.54070385413175, 87.19340009195682, 129.651180431537, 71.82482176177254, 116.1641456907423, 89.46492529500178, 113.23885484145265, 114.85567559322477, 82.19338062908044, 131.66249661905928, 107.85269795106886, 69.0429437465717, 132.0309983644283, 134.87588875178994, 103.26302071688848, 111.55373743906465, 85.44902218802547, 129.85440844706866, 124.17582249976245, 73.10590296310441, 100.57351713030467, 90.58012746433214, 123.37541159962711, 87.11021258164244, 141.82967167529205, 88.98503471377639, 82.93366888120826, 79.69753077548188, 110.96863707898397, 116.35746430960103, 119.33334463326617, 78.00884930130294, 56.62817945418681, 82.3822699696001, 95.33444253807497, 124.50921517357249, 133.28932694709266, 132.17191309451775, 82.02446886039797, 124.5482557654035, 66.88398718668567, 95.33546038778192, 75.92255954649492, 68.00832845562411, 90.03151476618045, 113.7238468006284, 84.33629262675602, 91.93723688118436, 81.59152921617283, 71.90221649497883, 136.10982207497744, 167.72576550037886, 75.67036818912665, 122.7743821523216, 93.39848131784125, 111.81879101675247, 104.58665582015884, 81.67616444630973, 59.856417265689345, 91.75815035804109, 86.5066366700975, 119.02887776121551, 75.50897282859106, 89.06159065861391, 62.99145328196784, 63.84138048455039, 74.41682078261519, 88.18213247255896, 126.02407095579125, 87.29952340023634, 82.63572832208916, 103.7541454493521, 72.72199912865939, 118.6675372039214, 140.31589149773163, 141.62951266286032, 106.22281994297354, 97.43932320563192, 121.41376146143392, 77.34573649258678, 119.25429318925859, 68.15653684705148, 71.06146254251391, 107.82994608117896]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.7079974278346164,0.5059747190980408,0.02055735021204381,0.14776140302568527,0.0
